Portugal,US,Italy,France,Germany,Argentina,Spain,Chile,Australia,South Africa,New Zealand,Israel,Hungary,Greece,Romania,Mexico,Austria,Canada,Turkey,Czech Republic,Slovenia,Croatia,Georgia,Uruguay,England,Lebanon,Serbia,Brazil,Morocco,Peru,India,Cyprus,Bulgaria,Armenia,Moldova,Bosnia and Herzegovina,Switzerland,Slovakia,Macedonia,Luxembourg,Ukraine,China
26.77,36.58,41.16,46.61,41.32,24.75,30.29,20.67,34.46,23.03,26.66,31.28,42.9,22.93,15.63,26.55,32.93,36.23,24.93,24.22,22.87,25.03,19.38,27.02,52.4,32.85,24.5,22.66,17.84,18.21,13.33,16.2,14.51,14.0,16.63,12.5,94.5,16.0,15.64,22.67,9.5,18.0
