Portugal,US,Italy,France,Germany,Argentina,Spain,Chile,Australia,South Africa,New Zealand,Israel,Hungary,Greece,Romania,Mexico,Austria,Canada,Turkey,Czech Republic,Slovenia,Croatia,Georgia,Uruguay,England,Lebanon,Serbia,Brazil,Morocco,Peru,India,Cyprus,Bulgaria,Armenia,Moldova,Bosnia and Herzegovina,Switzerland,Slovakia,Macedonia,Luxembourg,Ukraine,China
88.54473806212332,88.5716052278106,88.75199016244903,89.24877250409165,89.8621761658031,86.77620578778135,87.41509058331674,86.4751853964632,88.54869611495477,87.71649954421149,88.26774691358025,88.42780748663101,89.53781512605042,87.32853717026379,86.40178571428571,85.1875,90.3391304347826,89.46445497630332,88.05263157894737,87.22222222222223,87.94285714285714,87.3,87.74025974025975,86.63855421686748,91.7090909090909,87.44444444444444,87.5,84.57142857142857,88.72,83.42857142857143,90.22222222222223,87.0,87.91603053435115,87.0,86.8913043478261,86.5,88.33333333333333,87.0,86.72727272727273,88.66666666666667,83.75,89.0
